Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,ProbDef
24,2,60,42,2,1,1,75,95.43084936190394,4000,0,900,1167,0.040997958388461354
0,2,60,61,3,1,4,35,94.88129499447317,50000,0,950,1150,0.028646362389394678
0,2,60,32,2,2,1,45,94.4018665452042,7000,3000,1250,1566,0.5744760340893288
2,2,60,43,2,1,2,75,92.22104974301618,3000,0,1500,1552,0.6454433185938041
1,5,60,26,1,1,2,35,91.98828101533991,0,0,1150,1300,0.3884117026602139
1,2,60,49,3,1,3,35,88.87448709563836,15900,4500,2100,2104,0.4526386624012576
15,2,36,47,2,1,1,75,91.48666109676586,3500,0,1500,2154,0.043053420111178124
2,1,36,27,4,1,1,48,90.19832035060577,0,0,450,545,0.3999276278461553
25,2,36,52,2,1,3,60,90.70823247692292,15000,0,750,1778,0.010039786579536166
8,2,60,28,2,1,1,60,92.25454822578733,4000,1000,1600,1718,0.3571034483845893
5,2,60,31,2,1,1,75,91.15371607186907,4000,0,900,1500,0.20600466452926422
0,1,60,32,2,1,1,105,92.03984455010487,0,0,1200,1274,0.2637231990519827
5,2,36,51,2,1,3,75,89.51692403542157,2100,1200,900,1015,0.308704794382258
3,5,12,37,2,1,3,60,91.07613087222366,500,0,500,1701,0.11734745708585902
1,1,48,29,2,2,3,85,90.62152006078051,0,0,1000,1345,0.7807171718493736
7,5,60,26,1,1,1,35,87.19127803269156,0,0,1000,1238,0.21004643992949573
4,5,30,27,1,1,1,45,91.72451632439696,5000,0,500,1048,0.15747550287066683
6,2,24,63,2,1,1,60,94.21816709285278,4000,0,600,1048,0.12198498664686487
14,2,24,55,2,1,1,90,93.89713584661024,5000,0,800,1324,0.0010486162880342755
3,1,60,28,2,1,1,70,93.78651923232549,0,0,1830,2201,0.3057818119608235
8,1,48,31,2,1,1,90,93.43891466357285,0,0,1100,1430,0.2850549558764449
4,5,42,27,1,1,1,35,90.51010371129156,0,0,600,926,0.25807974277476364
22,2,24,40,2,1,1,75,93.98046711573268,3000,0,1000,1500,0.05089899023713855
2,2,36,35,2,1,1,75,93.59014396220688,3000,0,1000,1542,0.27591985153186166
15,3,60,43,2,1,1,75,90.72054952862732,3000,0,1350,1360,0.19560993709792956
10,2,18,34,2,1,3,75,89.05005489083904,4000,0,600,1000,0.18191727118607567
4,2,60,37,2,1,1,60,92.98801287353608,3000,0,1200,1564,0.18257047030501475
9,2,60,53,2,1,1,45,91.89639933796832,2500,0,850,1205,0.07536332368519769
22,1,60,46,2,1,1,93,91.57057895204034,7500,0,2000,2200,0.11745039183689016
18,5,36,36,2,1,3,60,91.96274565258094,0,0,900,2214,0.014040370852381032
1,3,60,46,2,1,1,60,93.82462955538863,5500,800,1000,1137,0.31554298116696977
14,2,48,43,2,1,1,45,91.52672516139519,9000,0,600,1025,0.028481448722010784
8,2,36,31,2,2,3,75,93.90611725960096,9000,4000,800,1593,0.058362790020797174
5,2,24,43,2,1,1,75,89.78065010319952,3000,0,700,1735,0.1523735879387973
19,1,60,38,2,1,1,86,93.54427920626864,0,0,1000,1132,0.1477437969529649
14,2,12,37,2,1,3,90,94.23851033545724,4000,0,500,1338,0.006464098410067684
0,6,36,46,2,2,4,45,93.02804037073429,0,0,900,1100,0.8015656918862928
9,1,36,55,2,1,1,70,92.03135573169817,30000,0,1750,2276,0.04558083850819373
29,2,48,56,2,1,1,45,94.77285092008938,3000,0,900,1360,0.02284747347471992
10,2,36,55,2,1,1,60,96.73076184923596,4000,0,1000,1436,0.21126319508070115
10,5,36,52,2,1,1,60,94.27530165947137,0,0,550,612,0.12995553763415965
1,2,36,29,2,1,1,60,92.34546128855149,4500,0,850,1100,0.49262349820696916
11,2,60,39,5,2,1,35,95.2423619337214,2500,0,1000,1300,0.12527332391107412
10,2,60,38,2,1,3,75,93.55436833951494,9000,0,1000,2089,0.03641242297798133
5,2,24,24,1,1,1,35,93.24054629998358,6000,3000,500,2262,0.05446427792112061
10,1,60,28,1,1,1,47,92.98401078740852,0,0,600,1054,0.10553764071412784
27,2,60,53,2,1,1,60,90.54556655454545,10000,0,1426,1426,0.05167588635333252
0,1,60,25,1,1,2,40,93.96899062439137,0,0,1040,1048,0.6598743012513459
25,1,60,62,2,1,1,60,93.47798074361715,0,0,1000,1292,0.03320317618924577
3,5,60,29,1,1,1,35,96.04785845067344,0,0,950,1177,0.31244779107964
9,5,60,32,1,2,1,35,90.51858762514831,0,0,1490,1490,0.536090863339147
4,1,36,21,2,1,3,101,91.57529510907466,6000,0,750,850,0.10172005336670627
6,1,36,38,2,1,3,95,92.45943206791479,25000,21400,800,1011,0.08529308506011063
9,1,48,56,2,1,3,140,91.83076832920906,0,0,1400,1571,0.1559774064204051
3,2,36,41,2,1,3,75,93.6891526820348,3000,0,1000,1000,0.41203693966073524
22,6,36,46,2,1,1,45,91.81626601190267,0,0,250,270,0.036225522404454785
3,2,60,54,3,1,4,35,91.64610325098327,4000,0,950,1382,0.32018356636012557
30,2,36,51,2,1,3,120,92.84812412979699,15000,0,1500,1713,0.04426936041132855
8,1,60,52,2,1,1,89,88.67730208284237,4000,0,800,1086,0.14707848175566357
38,2,48,57,2,1,3,45,91.66940031135583,12000,0,1500,3262,0.0036866473750853247
2,1,60,33,2,1,1,73,92.14185916895767,0,0,1100,1610,0.30393683414290273
4,2,60,33,2,1,1,75,95.67770388834407,6000,1000,600,1030,0.1655897731883202
0,1,36,29,2,1,2,78,94.4585554507773,0,0,650,650,0.48240431694272357
2,6,48,23,1,1,1,35,92.51505649921779,0,0,1950,2175,0.5054210033016385
8,2,24,33,2,1,1,75,96.12479478782623,4500,0,400,1780,0.010464651065518854
1,1,36,24,2,1,2,76,89.40737584015423,0,0,900,950,0.552839438208211
6,5,60,28,2,1,3,90,93.93383948506073,7000,0,1200,1211,0.11900194070766325
5,2,60,27,2,1,1,45,94.49782785473538,5000,1400,1600,1650,0.44262116044260136
13,5,36,33,1,1,1,35,90.8751488920838,0,0,350,350,0.12273350732018935
11,1,60,32,2,1,1,79,96.60579649603349,0,0,950,1117,0.1540163790552663
10,2,24,39,2,1,1,45,93.15575421739067,9000,3000,1500,2468,0.08381691585868975
20,2,60,51,2,1,3,90,94.95411903684177,12500,2500,1340,1740,0.025789277712944092
13,2,48,29,2,1,1,60,91.43980136442845,3000,0,670,963,0.04644749273583899
2,2,36,32,2,1,1,75,91.6821444048117,1500,400,1200,1646,0.48698845819804454
3,2,36,40,2,2,3,35,93.95885475009501,10000,0,800,800,0.4363282197315661
12,2,36,47,2,1,1,75,90.1801755833208,3500,0,460,470,0.16223680320527487
20,2,24,66,2,1,1,45,92.34429337469503,10000,0,950,1370,0.03971657675916876
3,3,48,39,4,1,3,35,92.40500647800242,4000,1500,700,839,0.16972086962515898
27,2,60,50,2,1,1,75,91.546474389197,5500,1000,600,1346,0.010643752247173925
4,1,60,25,2,1,1,57,89.95837232086339,0,0,900,1350,0.264588334657392
1,2,60,27,2,1,2,75,93.98331566283798,4000,3000,1800,2100,0.5919548914495113
18,1,60,54,2,1,1,66,95.4141393114958,0,0,1300,1307,0.08513349155123845
12,1,60,42,2,1,1,114,91.15150014137672,0,0,1100,1126,0.04884399663251219
12,2,48,35,4,1,3,45,91.0905199417568,200000,0,2380,4786,3.6010136075079943e-07
0,5,60,23,1,1,2,35,91.10964300869138,0,0,1400,1478,0.5634048665736109
12,2,60,52,2,1,1,75,92.48201020540442,12000,0,1550,1568,0.12080914905314731
0,5,24,22,1,1,2,35,94.27099127968702,0,0,650,1056,0.42551442971079306
10,6,18,48,2,1,1,90,96.4073928978999,0,0,1000,1608,0.09624140600680224
2,2,60,25,2,1,1,75,94.4107811967973,3000,0,950,1179,0.32241595611527696
10,6,60,26,2,1,1,45,89.01925112739269,0,0,1400,1524,0.3510912128931991
8,2,60,28,2,1,1,75,89.78344988716547,4000,0,1300,1730,0.16305034304646684
20,2,30,62,2,1,3,60,88.5863444472335,24000,9000,600,823,0.01935180654017575
0,1,60,33,2,1,3,65,89.46130832511957,0,0,700,800,0.3285718166602347
16,5,60,41,2,1,1,75,90.92506769854569,0,0,1300,1482,0.0603090250982169
4,2,60,29,2,1,2,60,90.721238891091,5000,2500,900,1110,0.28557668711900575
1,1,60,37,1,1,1,45,91.30722738213355,0,0,1150,1555,0.34998740762371816
0,2,60,31,2,1,1,60,92.17101426171979,3500,0,1100,1170,0.47710083996948954
15,2,12,50,2,1,3,45,95.86039489503997,2000,0,500,886,0.10230166255217699
13,1,60,42,4,2,1,47,94.2324452014634,0,0,800,1395,0.1875248264855573
19,2,36,33,2,1,1,60,93.45538474497799,6700,2000,1000,2084,0.04242519099298785
15,2,24,54,2,1,3,90,96.93359702703101,150000,0,3800,8800,1.1866991177181263e-06
9,1,60,40,2,1,1,119,91.7413091448448,6000,1947,900,1211,0.02236938462858866
12,5,60,31,4,2,1,35,93.9093713550763,0,0,1300,1300,0.48617974755564186
0,2,36,35,2,2,1,105,91.26830262201739,5200,2000,850,850,0.7873088215492567
14,2,60,64,2,1,3,60,92.41088245365485,10000,0,700,1204,0.01774491227992965
10,5,24,29,1,1,3,35,91.51423546435039,0,0,600,1528,0.11818839346253907
2,2,48,33,2,1,1,45,93.38540125852182,6000,0,1200,1298,0.3331794964699339
15,2,18,35,2,1,3,60,93.90367827291375,4000,0,300,600,0.03835575145107413
1,5,48,28,1,1,1,35,92.5131528613558,0,0,1000,1320,0.36192093416489624
0,6,60,25,2,1,2,60,88.64951857676006,0,0,1300,1380,0.641064068755061
0,5,60,23,1,1,2,35,89.8802401731118,0,0,1400,1426,0.36443293820915834
3,2,24,30,2,1,3,75,93.67795879603196,12000,900,1500,5200,0.008717103515821866
8,1,36,36,2,1,1,78,91.52586462725101,0,0,900,1503,0.15253783403375262
5,6,60,22,1,1,1,45,90.2315909625643,0,0,700,1422,0.05240169178477485
9,2,24,45,2,1,1,75,88.73390867764796,4000,0,500,1430,0.08538212620772045
4,2,30,47,2,1,3,90,91.70706104859167,15000,0,1550,1578,0.4016756283360626
14,3,48,36,2,1,1,75,91.93876675939985,3500,200,1100,1250,0.15116954598206267
3,2,36,36,1,2,3,35,92.84774064862123,16000,0,1500,2260,0.07582980627650769
22,1,36,60,2,1,1,60,93.55120641658621,0,0,200,280,0.03906001992987889
20,1,48,59,2,1,1,57,91.58873442377039,0,0,800,1298,0.04817243906850879
6,2,48,58,2,2,3,60,93.30150685989443,86000,0,930,945,0.0031406825492312274
23,2,12,37,2,1,1,45,93.00552050342648,5000,0,900,1694,0.03190295134918124
5,2,36,32,2,1,3,75,91.61110551738645,6000,0,600,700,0.37235202046202304
8,1,48,26,1,1,1,42,90.26316209566693,0,0,600,1290,0.1510299282765597
5,2,60,40,2,1,1,75,96.17863613894943,4900,0,1300,1581,0.3583357293167571
20,2,48,55,2,1,1,45,94.7605912863582,5000,0,1000,1383,0.03041702948615474
11,1,60,30,2,1,1,77,90.32117338412786,0,0,1350,1637,0.21737061351304476
25,5,54,43,2,1,1,75,94.48354839877976,7000,0,1275,1275,0.07498329344222315
2,1,60,28,2,1,1,74,90.85220247249534,0,0,1400,1400,0.5642640023124403
20,2,24,47,2,1,3,75,93.98961282046065,5000,0,600,832,0.0300372743549231
9,2,36,29,1,1,1,35,93.67969280166142,3500,0,1886,2886,0.1655484016028395
18,5,60,34,2,1,1,60,93.3050391399175,6550,0,600,1346,0.022480886536609682
20,2,60,53,2,2,3,75,90.88208760015662,6500,0,800,1138,0.024009119869669054
6,2,12,44,2,1,1,45,92.16993154559913,15000,0,300,1801,0.025952913790589966
0,2,48,49,2,1,2,45,91.1651632351372,2000,0,900,1200,0.4268127332731141
0,1,36,51,2,1,1,113,93.6353101882987,0,0,950,950,0.40368850367117093
14,4,60,34,2,1,1,75,92.34174841405282,8000,0,1400,1589,0.2003720810939489
10,2,48,42,2,1,3,75,92.99540397902342,4000,120,1200,1617,0.14772284777121203
19,2,60,34,2,1,1,75,91.13377810700156,5000,0,1200,1200,0.1405594153017152
11,2,60,46,2,1,1,75,93.63985378318425,3500,0,1400,2194,0.0892670812729694
1,2,48,31,2,1,1,75,91.53147128256683,2500,96,1100,1642,0.21646793717858526
13,6,60,31,2,1,1,60,93.0244148008518,0,0,1200,1423,0.1711943820919167
4,1,12,33,2,1,1,78,90.35466501865444,0,0,600,1600,0.1395793222526777
9,1,24,30,1,2,1,46,96.37992222608133,0,0,700,700,0.5734859591275545
1,2,24,27,2,1,1,45,91.2884651751124,3000,3700,200,300,0.39759563778172197
4,2,36,48,2,1,3,120,92.45034380401853,5000,0,1000,1165,0.20353903944699164
2,2,60,33,2,1,1,75,92.1354521877833,6000,0,1000,1365,0.214368867203265
2,2,12,44,2,1,1,90,90.47679251759534,7500,0,500,1706,0.087615939795979
21,2,60,57,2,1,3,60,92.78595390643203,8000,0,1000,1700,0.03927018331461924
12,2,60,34,2,2,1,75,91.98986004368217,5500,4000,950,1462,0.2806722374476719
9,1,60,38,2,1,1,87,92.2477041745031,0,0,1177,1300,0.3294280272844887
2,1,36,35,2,1,1,126,94.31348121452095,0,0,870,1122,0.14639178446458395
24,2,60,52,2,1,1,45,90.82201980027824,4000,0,1200,1257,0.08207612292498069
1,5,60,28,1,1,2,35,90.4290811098772,0,0,1050,1387,0.39238367431532056
15,2,48,46,2,1,1,90,93.57042747200542,12000,0,1000,1266,0.08355891673822176
19,2,60,56,2,2,1,45,93.92629820201346,8000,0,1700,2195,0.04068111521736441
10,2,24,52,2,1,1,75,93.17536174596913,4500,700,700,2004,0.010717647696679716
19,2,60,35,2,1,1,75,90.50284254818887,4000,0,1100,1203,0.07427613431149535
4,5,48,29,2,1,1,45,91.63161444874233,0,0,1200,1374,0.23570569356646587
1,5,60,22,1,1,1,35,90.1803950422067,3000,0,1500,1514,0.5443847753489844
2,2,24,33,2,2,1,75,92.83849790831127,2000,900,400,750,0.4979097818207306
5,2,24,41,2,1,3,105,92.66974151284982,10000,0,800,1894,0.12877695210808301
11,2,36,37,2,1,1,75,90.72659669105327,3000,0,1000,1048,0.21312416125606093
23,2,24,46,2,1,1,75,92.2480810105929,4000,0,400,1369,0.018053050579976155
4,6,36,19,1,1,2,35,92.98839868919283,0,0,1000,1035,0.5446786412070543
5,5,36,22,1,1,1,35,92.1063351837854,0,0,750,1218,0.23673835011117142
15,5,60,31,2,1,1,45,97.00446811121341,0,0,1200,1637,0.0837721001675977
1,3,60,44,2,1,2,45,91.56262410701635,2000,0,750,953,0.2792158924429603
9,2,60,48,2,2,1,60,92.43555003877385,2500,0,1100,1212,0.47555212126128504
4,3,36,31,2,1,1,60,95.72904062066017,3000,0,1000,1218,0.3236266127416074
20,2,24,53,2,1,3,45,93.43775949648736,100000,0,1000,1419,0.000803764438654096
10,6,60,36,2,1,1,90,89.31940984852753,3000,0,1100,1100,0.16739317042859964
2,3,60,46,2,1,3,105,94.45203718043632,4000,500,900,987,0.29873637081209886
15,2,60,37,2,1,1,60,91.97508964782924,7000,0,1900,2400,0.0379160589562389
8,2,60,34,2,1,1,60,91.31376049198361,6300,4000,1370,1375,0.30199130370351385
4,2,48,36,2,1,1,60,88.68219731315199,4000,0,1000,1595,0.1893089930038453
4,2,60,64,1,1,4,35,95.05483341650951,9000,0,984,1054,0.20438545111342737
1,2,36,27,1,1,1,35,91.75024578809696,9000,0,1000,1651,0.11777315225525828
10,2,30,26,2,1,1,75,89.31661408339188,1434,0,300,1542,0.041702297855618596
32,2,60,53,2,1,1,60,94.29758898628538,5000,0,2000,2014,0.056465112211751586
12,2,60,50,2,1,1,45,89.60030722898658,9500,200,1800,2624,0.05264918970837047
0,5,60,21,1,1,2,35,96.1531005957725,0,0,1000,1135,0.46130299990624213
20,5,24,40,1,1,1,35,93.39299487644031,0,0,600,1105,0.055638525250683406
6,1,60,49,2,2,2,100,90.5987500800443,30000,0,1500,1500,0.4813148728722156
4,1,24,40,2,2,1,56,92.51143338729166,0,0,800,1200,0.37078134396033924
1,1,60,37,1,1,1,45,91.62949039404963,0,0,1150,1555,0.34998740762371816
2,1,48,25,2,1,1,57,91.69180032727759,0,0,800,2251,0.09691823242381158
25,2,18,40,2,1,1,45,92.24637261981793,4000,0,455,1542,0.015301523986668356
1,1,36,22,2,1,1,62,91.73544549344531,0,0,1200,2186,0.24112917066546027
10,2,48,49,2,1,3,45,91.10414307313002,9000,0,1700,1700,0.3391819934526358
2,2,60,34,2,1,1,45,92.22026395461661,7000,0,600,1180,0.08575466715199452
20,2,36,42,2,1,3,90,90.95971826763926,4500,0,1500,1750,0.10411875185433851
10,2,48,28,2,2,2,60,92.19846057298017,2500,1500,600,875,0.3878678662810365
1,2,60,30,2,1,3,35,92.69581744949494,3500,1000,1000,1514,0.15262673058176535
1,2,60,25,4,2,2,45,92.92752686484897,6000,3500,1700,1950,0.5552416408378757
0,5,60,22,1,1,2,35,90.28827943190993,0,0,950,1462,0.3703042840028805
5,5,36,27,1,1,1,35,91.2833030340226,4000,0,600,1098,0.07382175743395292
3,5,60,26,1,1,1,45,91.4643397802885,0,0,800,840,0.13121162515519846
0,2,48,28,2,1,1,45,87.4945268866513,1500,0,1260,1634,0.5163574136890979
6,2,48,35,2,1,3,45,91.53348384987083,7000,0,1540,1603,0.3364079738619754
21,3,60,51,2,1,1,45,96.01653250076521,3000,0,1200,1200,0.07207319722689785
5,1,60,24,2,1,1,73,91.0517147442055,0,0,700,1360,0.16916466820826473
12,1,60,34,2,1,1,94,89.24068600956532,0,0,1200,1236,0.22171372021437932
13,2,42,34,2,1,1,105,94.36047516559731,2500,300,1100,1395,0.1613836309126021
10,2,60,49,2,1,3,60,90.926700826951,23000,0,1200,1390,0.09799441012928395
6,2,60,28,2,1,1,60,91.60164146226043,5000,0,700,1355,0.12505640821265002
18,1,60,57,2,1,1,77,92.06312884563076,4000,0,1300,1604,0.06892238290733368
15,2,60,63,2,1,1,60,91.99137055989705,3500,266,1000,1241,0.01874408576307357
0,1,12,37,2,1,4,88,90.77351793027036,0,0,250,375,0.6167747105865634
2,2,36,27,2,1,1,45,90.72834654942541,6000,0,700,1045,0.2199689929774708
18,1,60,39,2,1,1,93,91.99628679715548,0,0,800,1781,0.02527783497409241
12,2,36,64,1,2,3,60,87.39779410270914,4500,0,900,900,0.10868064587329354
25,2,48,49,2,1,3,105,91.77239046226902,12000,4200,1660,1698,0.09883019241607488
8,2,12,49,2,1,3,60,92.9595382353804,6000,0,200,1048,0.08380353570460518
20,2,36,45,2,1,3,75,91.52480759245522,5000,0,1000,2200,0.007135362136605711
3,5,60,27,1,1,1,35,92.3789526047381,5000,0,770,1119,0.14128851805187936
2,5,36,30,2,1,1,45,89.8063138820008,0,0,700,1090,0.18981018093985283
2,2,36,33,2,1,3,75,92.01723813509363,16000,500,3000,4100,0.41069441072527885
15,2,36,40,2,1,1,60,92.78594286760115,8500,480,700,1400,0.023220330889747873
3,2,60,30,4,1,1,60,91.37013111800766,15000,0,1000,2010,0.06647368203582323
4,5,12,30,2,1,1,60,88.81929154159971,16000,0,1900,2014,0.17978130055034494
3,2,60,25,2,1,2,60,95.57785660979597,3500,200,1000,1342,0.32813364656498506
9,1,60,40,1,1,1,44,89.92997531866985,0,0,1000,1132,0.25100025916458474
4,3,42,50,2,1,3,60,92.42728742449385,7000,0,900,1048,0.2752074446645206
2,2,36,23,1,1,1,35,90.48139345687102,5500,0,750,1218,0.2852622991540025
1,6,48,28,1,1,2,35,93.47650034002261,0,0,900,1114,0.32967986314054093
2,1,60,27,2,1,1,56,88.85388729142643,0,0,650,2132,0.06945226318316193
2,5,36,19,2,1,1,35,91.84592969803965,4000,100,400,570,0.1865587023725235
3,5,60,39,2,1,1,45,93.0935557392551,0,0,1000,1094,0.3584668382098127
8,3,36,39,2,1,1,75,91.11780864464549,2500,0,550,550,0.24695107968386723
10,2,48,55,3,1,1,35,92.50311023284407,9000,0,1200,1255,0.1150584341254851
10,2,36,32,2,1,3,60,94.18083620161669,40000,3000,2000,4138,0.004917120409221574
5,2,60,54,2,1,3,60,94.4024904347512,6000,1700,1700,1714,0.5898469336204877
20,2,48,58,2,1,3,60,93.02029815365778,35000,0,1100,1150,0.004670731561166165
5,2,24,37,2,1,3,75,91.50816166134811,14000,0,1500,2673,0.012081541192631088
20,5,60,36,2,1,3,60,93.3415683217427,0,0,1200,1630,0.08640369944628686
12,2,60,28,2,1,1,45,92.33115745514853,6000,400,1100,1544,0.10008911531919876
13,2,60,38,2,1,1,75,91.6882291907467,6500,3600,1000,1195,0.08963382980864947
11,2,36,26,2,1,1,60,91.50396697654739,5000,1300,400,1206,0.06066598215676002
17,2,60,41,2,1,3,75,91.21568563019396,13500,3700,1400,2050,0.04059907322817783
6,2,36,42,2,1,1,60,92.95576193278345,6000,0,1200,1513,0.27632792677100926
22,2,6,46,2,1,3,90,94.6257291704777,75000,0,3000,3300,0.06114888476973157
25,1,60,52,2,1,1,73,89.28036934254278,0,0,1030,1250,0.05477422048528681
8,2,60,30,2,1,2,60,92.67478867719149,3000,500,1000,1339,0.27816672528199393
19,2,60,47,2,2,3,90,94.02648394579583,12500,1000,875,875,0.17712734265408794
3,2,18,66,2,1,4,45,93.38689155032621,12000,0,500,1101,0.23376805967911965
35,2,60,54,2,1,1,45,94.45797288950295,4000,0,1000,1568,0.0051733605149438715
0,2,42,65,2,1,4,45,92.84148844849844,4000,2000,750,1194,0.4160433527742098
7,6,60,25,2,1,1,45,94.22876579114038,0,0,950,1378,0.23672724517277463
3,2,60,31,1,1,1,35,93.7800386571597,4000,0,1050,1139,0.2803644821916953
1,5,24,23,1,1,1,35,89.05068610483545,0,0,350,350,0.4694185189546055
5,2,60,35,2,1,1,75,88.61488573727976,3000,400,1150,1406,0.4245985180598077
2,2,60,47,2,1,1,90,88.72506662734051,4500,0,1200,1497,0.4003041877433486
13,1,36,28,2,1,1,59,91.01964056448267,0,0,1400,1600,0.31312508462789085
27,1,60,50,2,2,1,87,93.95469100006285,0,0,1300,1350,0.19680409105005636
3,6,60,25,1,1,1,35,94.80426446097114,0,0,2000,2032,0.24494083757922722
0,2,36,39,2,1,1,60,94.66580955664305,3000,0,1400,2610,0.1988152518574717
1,3,12,46,2,1,4,90,95.90591197167868,2000,600,500,1193,0.45668704125717036
1,1,60,36,2,2,1,85,90.33326284605154,0,0,1200,1275,0.7711583410451975
10,2,36,39,2,2,3,75,91.95698874483261,15000,0,3250,3750,0.7952250907089302
1,2,60,25,2,1,2,60,93.29347262909778,9000,3500,1300,2500,0.04190735188244744
6,2,36,49,2,1,3,60,91.73240362713828,22000,0,1000,1790,0.11123691652648057
3,1,48,52,2,1,1,96,90.12212028647097,0,0,1400,1419,0.400263921844656
10,1,30,34,4,1,1,45,91.40931183364765,0,0,700,1480,0.15639770634232944
0,2,36,24,1,1,2,45,94.61397538245181,8000,0,600,1542,0.1766800903526996
6,2,48,24,2,1,1,45,88.5793462054855,3000,0,600,1380,0.04755861408681416
5,2,42,33,2,2,1,45,90.80894000423937,22000,2500,1200,1888,0.23587891069768546
1,1,48,31,2,1,1,87,94.80984805700537,0,0,1100,1672,0.4093483339944069
37,2,48,63,2,1,1,60,90.70679284637833,3500,0,700,808,0.00990098509004307
1,5,60,23,1,1,1,35,93.33839414126581,0,0,1100,1107,0.4512062025299678
40,2,42,61,2,1,1,90,95.2129761769161,12000,0,1000,1335,0.002605886702376413
5,5,60,28,1,1,1,35,93.86098763602158,0,0,1190,1390,0.17925897134142002
11,1,60,58,2,1,1,71,92.47965029277918,3000,0,1150,1363,0.18178344370475294
23,2,60,41,2,1,1,75,90.0846455771798,3000,0,1450,1482,0.11001509043270133
23,2,60,38,2,1,1,45,96.9097043926826,3500,0,1900,2357,0.004743580345606816
5,2,60,27,2,1,1,75,94.01037515010718,3000,0,600,850,0.29834992284773243
5,2,48,40,2,1,3,75,94.0847935292354,6000,0,825,1617,0.1427911361065329
31,2,60,59,2,1,1,60,92.38727823685522,6500,0,1080,1114,0.040868703023741
10,2,60,38,2,2,1,90,93.58112447271095,3000,1749,1030,1095,0.5788382748739359
8,6,60,28,2,1,1,45,92.42333403217465,0,0,700,1529,0.033018720063701365
2,2,36,49,2,2,3,75,91.95038251774672,14000,0,850,1263,0.40885806725524143
